rank,player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
839,Seranthony Domínguez,,29,PHI,NL,38,0,0,36,5,3,2,0,0,1,,,-2,-11,1.25,1.35,0.13,1.34
839,Seranthony Domínguez,,29,BAL,AL,25,0,0,22.2,6,3,3,0,0,1,,,1,9,2.38,1.31,0.24,1.29
840,Jorge Alcalá,,28,MIN,AL,54,0,0,58.1,10,4,6,0,0,1,,,-2,-7,1.54,1.31,0.19,1.29
841,Chris Stratton,,33,KCR,AL,57,0,0,58.1,12,2,10,0,1,1,,,3,10,1.85,1.31,0.21,1.29
842,Chase Anderson,,36,2TM,AL,29,1,0,58.1,7,5,2,0,0,1,,,-1,-3,1.08,1.31,0.24,1.29
842,Chase Anderson,,36,BOS,AL,27,1,0,52,5,4,1,0,0,1,,,-1,-4,0.87,1.32,0.19,1.29
842,Chase Anderson,,36,TEX,AL,2,0,0,6.1,2,1,1,0,0,1,,,0,0,2.84,1.28,1,1.3
843,Mike Baumann,,28,5TM,2LG,57,0,0,58.1,12,7,3,2,0,0.833,,,-2,-7,1.54,1.34,0.18,1.3
843,Mike Baumann,,28,3TM,AL,45,0,0,44,9,5,2,2,0,0.778,,,-2,-9,1.43,1.33,0.16,1.29
843,Mike Baumann,,28,2TM,NL,12,0,0,14.1,3,2,1,0,0,1,,,0,0,1.88,1.38,0.25,1.33
843,Mike Baumann,,28,BAL,AL,17,0,0,18.1,5,2,2,1,0,0.8,,,0,0,1.96,1.33,0.24,1.29
843,Mike Baumann,,28,SEA,AL,18,0,0,16.1,2,1,0,1,0,0.5,,,-1,-12,0.55,1.32,0.06,1.29
843,Mike Baumann,,28,SFG,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
843,Mike Baumann,,28,LAA,AL,10,0,0,9.1,2,2,0,0,0,1,,,-1,-21,1.93,1.35,0.2,1.29
843,Mike Baumann,,28,MIA,NL,11,0,0,13.2,3,2,1,0,0,1,,,0,0,1.98,1.38,0.27,1.34
844,Mark Leiter Jr.,,33,2TM,2LG,60,0,0,58,6,1,4,1,0,0.833,,,0,0,0.78,1.35,0.08,1.32
844,Mark Leiter Jr.,,33,CHC,NL,39,0,0,36.1,3,1,2,0,0,1,,,-1,-6,0.74,1.36,0.08,1.34
844,Mark Leiter Jr.,,33,NYY,AL,21,0,0,21.2,3,0,2,1,0,0.667,,,1,9,0.83,1.33,0.1,1.29
845,David Bednar,,29,PIT,NL,62,0,0,57.2,6,4,2,0,0,1,,,-3,-10,0.94,1.36,0.1,1.34
846,Nick Sandlin,,27,CLE,AL,68,1,0,57.2,10,1,9,0,1,1,,,2,7,1.56,1.31,0.15,1.29
847,Nick Mears,,27,2TM,NL,54,0,0,57.2,4,0,4,0,0,1,,,-1,-3,0.62,1.36,0.07,1.34
847,Nick Mears,,27,COL,NL,41,0,0,45.1,3,0,3,0,0,1,,,-1,-4,0.6,1.35,0.07,1.34
847,Nick Mears,,27,MIL,NL,13,0,0,12.1,1,0,1,0,0,1,,,0,0,0.73,1.39,0.08,1.34
848,Alex Faedo,,28,DET,AL,37,6,0,57.1,8,3,4,1,1,0.875,,,1,3,1.1,1.3,0.19,1.29
849,Reed Garrett,,31,NYM,NL,53,0,0,57.1,9,1,7,1,0,0.889,,,1,3,1.26,1.37,0.15,1.34
850,Max Meyer,,25,MIA,NL,11,11,0,57,13,8,4,1,0,0.923,,,0,0,1.89,1.36,1.09,1.34
851,Zack Kelly,,29,BOS,AL,49,3,0,56.2,18,9,9,0,0,1,,,1,4,2.86,1.32,0.37,1.29
852,James McArthur,,27,KCR,AL,57,0,0,56.2,14,4,9,1,0,0.929,,,3,11,2.06,1.32,0.23,1.29
853,T.J. McFarland,,35,OAK,AL,79,0,0,56.2,18,9,9,0,1,1,,,0,0,2.86,1.32,0.23,1.29
854,Ryan Pressly,,35,HOU,AL,59,0,0,56.2,11,5,6,0,1,1,,,0,0,1.75,1.32,0.19,1.29
855,Jacob Webb,,30,BAL,AL,60,0,0,56.2,8,2,6,0,0,1,,,0,0,1.27,1.32,0.13,1.29
856,Alexis Díaz,,27,CIN,NL,60,0,0,56.1,6,4,2,0,1,1,,,0,0,0.96,1.36,0.1,1.34
857,Pierce Johnson,,33,ATL,NL,58,0,0,56.1,11,2,9,0,1,1,,,1,4,1.76,1.36,0.19,1.34
858,Andrew Chafin,,34,2TM,AL,62,0,0,56.1,5,3,2,0,0,1,,,0,0,0.8,1.31,0.08,1.29
858,Andrew Chafin,,34,DET,AL,41,0,0,37,3,3,0,0,0,1,,,0,0,0.73,1.31,0.07,1.29
858,Andrew Chafin,,34,TEX,AL,21,0,0,19.1,2,0,2,0,0,1,,,0,0,0.93,1.3,0.1,1.29
859,Burch Smith,,34,2TM,2LG,50,0,0,56.1,8,1,7,0,0,1,,,0,0,1.28,1.34,0.16,1.32
859,Burch Smith,,34,MIA,NL,25,0,0,29.2,6,0,6,0,0,1,,,0,0,1.82,1.37,0.24,1.34
859,Burch Smith,,34,BAL,AL,25,0,0,26.2,2,1,1,0,0,1,,,0,0,0.68,1.32,0.08,1.29
860,Bobby Miller,,25,LAD,NL,13,13,0,56,4,2,2,0,0,1,,,0,0,0.64,1.37,0.31,1.34
861,Adam Ottavino,,38,NYM,NL,60,0,0,56,11,9,2,0,0,1,,,-3,-11,1.77,1.37,0.18,1.34
862,Shelby Miller,,33,DET,AL,51,0,0,55.2,2,2,0,0,0,1,,,-1,-4,0.32,1.31,0.04,1.29
863,Ben Brown,,24,CHC,NL,15,8,0,55.1,5,4,1,0,0,1,,,-1,-4,0.81,1.37,0.33,1.34
864,Aaron Bummer,,30,ATL,NL,56,0,0,55.1,12,1,10,1,0,0.917,,,-4,-14,1.79,1.37,0.2,1.34
865,Justin Slaten,,26,BOS,AL,44,0,0,55.1,4,2,2,0,0,1,,,0,0,0.65,1.3,0.09,1.29
866,Keaton Winn,,26,SFG,NL,12,12,0,55.1,11,7,4,0,0,1,,,1,4,1.79,1.37,0.92,1.34
867,John Brebbia,,34,2TM,2LG,59,0,0,55.1,4,0,4,0,0,1,,,-1,-4,0.65,1.32,0.07,1.29
867,John Brebbia,,34,CHW,AL,54,0,0,48.2,3,0,3,0,0,1,,,-1,-4,0.55,1.31,0.06,1.29
867,John Brebbia,,34,ATL,NL,5,0,0,6.2,1,0,1,0,0,1,,,0,0,1.35,1.35,0.2,1.34
868,Ryne Stanek,,32,2TM,2LG,63,0,0,55.1,6,5,1,0,0,1,,,0,0,0.98,1.33,0.1,1.3
868,Ryne Stanek,,32,SEA,AL,46,0,0,39,4,3,1,0,0,1,,,0,0,0.92,1.32,0.09,1.29
868,Ryne Stanek,,32,NYM,NL,17,0,0,16.1,2,2,0,0,0,1,,,0,0,1.1,1.38,0.12,1.34
869,Scott Barlow,,31,CLE,AL,63,0,0,55,9,4,5,0,0,1,,,-2,-7,1.47,1.31,0.14,1.29
870,Owen Miller,,27,MIL,NL,11,7,3,55,57,51,6,0,6,1,0,-7,-1,-22,9.33,7.18,4.38,6.58
871,Carlos Estévez,,31,2TM,2LG,54,0,0,55,6,1,4,1,0,0.833,,,0,0,0.82,1.33,0.09,1.31
871,Carlos Estévez,,31,LAA,AL,34,0,0,34,2,0,2,0,0,1,,,0,0,0.53,1.3,0.06,1.29
871,Carlos Estévez,,31,PHI,NL,20,0,0,21,4,1,2,1,0,0.75,,,0,0,1.29,1.37,0.15,1.34
872,Kenley Jansen,,36,BOS,AL,54,0,0,54.2,2,1,1,0,0,1,,,-1,-4,0.33,1.32,0.04,1.29
873,Pedro León,,26,HOU,AL,6,6,6,54.2,7,7,0,0,0,1,-3,-55,0,0,1.15,2.27,1.17,2.23
874,Kyle Nicolas,,25,PIT,NL,51,0,0,54.2,5,2,3,0,1,1,,,1,4,0.82,1.37,0.1,1.34
875,Evan Phillips,,29,LAD,NL,61,0,0,54.2,9,4,4,1,0,0.889,,,-1,-4,1.32,1.37,0.13,1.34
876,Jhoan Durán,,26,MIN,AL,58,0,0,54.1,20,8,11,1,0,0.95,,,0,0,3.15,1.31,0.33,1.29
877,Spencer Turnbull,,31,PHI,NL,17,7,0,54.1,10,7,3,0,0,1,,,-2,-7,1.66,1.36,0.59,1.34
878,Caleb Ferguson,,27,2TM,AL,62,0,0,54.1,7,4,3,0,0,1,,,-1,-4,1.16,1.31,0.11,1.29
878,Caleb Ferguson,,27,NYY,AL,42,0,0,33.1,3,2,1,0,0,1,,,-1,-6,0.81,1.3,0.07,1.29
878,Caleb Ferguson,,27,HOU,AL,20,0,0,21,4,2,2,0,0,1,,,0,0,1.71,1.33,0.2,1.29
879,Charles Leblanc,,28,LAA,AL,10,6,3,54,30,17,12,1,3,0.967,-1,-27,-1,-22,4.83,3.92,2.64,3.96
880,Edwin Díaz,,30,NYM,NL,54,0,0,53.2,5,1,3,1,0,0.8,,,-5,-19,0.67,1.36,0.07,1.34
881,Calvin Faucher,,28,MIA,NL,53,0,0,53.2,6,0,6,0,0,1,,,0,0,1.01,1.36,0.11,1.34
882,Billy McKinney,,29,PIT,NL,10,6,3,53.2,9,8,1,0,0,1,-2,-38,1,22,1.51,2.21,0.9,2.18
883,Cionel Pérez,,28,BAL,AL,62,0,0,53.2,14,4,10,0,0,1,,,0,0,2.35,1.31,0.23,1.29
884,Ángel Zerpa,,24,KCR,AL,60,0,0,53.2,13,3,8,2,0,0.846,,,1,4,1.84,1.31,0.18,1.29
885,Bryan Hoeing,,27,2TM,NL,34,2,0,53.2,11,3,7,1,2,0.909,,,-2,-7,1.68,1.36,0.29,1.34
885,Bryan Hoeing,,27,MIA,NL,16,2,0,30,4,2,1,1,0,0.75,,,-2,-13,0.9,1.35,0.19,1.34
885,Bryan Hoeing,,27,SDP,NL,18,0,0,23.2,7,1,6,0,2,1,,,0,0,2.66,1.37,0.39,1.34
886,Justin Anderson,,31,CHW,AL,56,0,0,53.1,5,1,4,0,0,1,,,-1,-4,0.84,1.32,0.09,1.29
887,Chad Green,,33,TOR,AL,53,0,0,53.1,5,2,3,0,0,1,,,0,0,0.84,1.32,0.09,1.29
888,Chad Kuhl,,31,CHW,AL,31,1,0,53.1,9,6,3,0,1,1,,,1,4,1.52,1.32,0.29,1.29
889,Anthony Bender,,29,MIA,NL,59,0,0,53,6,4,2,0,0,1,,,-1,-4,1.02,1.36,0.1,1.34
890,Luke Jackson,,32,2TM,NL,52,0,0,53,5,2,2,1,0,0.8,,,-2,-8,0.68,1.36,0.08,1.34
890,Luke Jackson,,32,SFG,NL,36,0,0,35,4,1,2,1,0,0.75,,,-1,-6,0.77,1.36,0.08,1.34
890,Luke Jackson,,32,ATL,NL,16,0,0,18,1,1,0,0,0,1,,,-1,-11,0.5,1.35,0.06,1.34
891,Jorge López,,31,2TM,NL,52,0,0,53,8,2,3,3,0,0.625,,,-3,-11,0.85,1.36,0.1,1.34
891,Jorge López,,31,NYM,NL,28,0,0,26.1,3,1,0,2,0,0.333,,,-2,-15,0.34,1.37,0.04,1.34
891,Jorge López,,31,CHC,NL,24,0,0,26.2,5,1,3,1,0,0.8,,,-1,-8,1.35,1.35,0.17,1.34
892,Gregory Soto,,29,2TM,2LG,66,0,0,53,10,3,7,0,0,1,,,-1,-4,1.7,1.34,0.15,1.32
892,Gregory Soto,,29,PHI,NL,43,0,0,35.1,5,2,3,0,0,1,,,-1,-6,1.27,1.35,0.12,1.34
892,Gregory Soto,,29,BAL,AL,23,0,0,17.2,5,1,4,0,0,1,,,0,0,2.55,1.32,0.22,1.29
893,Seth Martinez,,29,HOU,AL,44,0,0,52.2,10,5,5,0,0,1,,,1,4,1.71,1.32,0.23,1.29
894,Craig Kimbrel,,36,BAL,AL,57,0,0,52.1,6,3,2,1,0,0.833,,,-2,-8,0.86,1.31,0.09,1.29
895,Randy Rodríguez,,24,SFG,NL,35,1,0,52.1,8,2,6,0,0,1,,,1,4,1.38,1.36,0.23,1.34
896,José Suarez,,26,LAA,AL,22,3,0,52.1,3,0,3,0,0,1,,,0,0,0.52,1.31,0.14,1.29
897,Bubba Thompson,,26,CIN,NL,11,5,4,52,15,15,0,0,0,1,-1,-12,-1,-23,2.6,2.22,1.36,2.18
898,John Schreiber,,30,KCR,AL,59,0,0,51.2,11,6,4,1,0,0.909,,,-1,-4,1.74,1.31,0.17,1.29
899,Huascar Brazobán,,34,2TM,NL,39,0,0,51.2,12,8,3,1,0,0.917,,,-1,-4,1.92,1.36,0.28,1.34
899,Huascar Brazobán,,34,MIA,NL,20,0,0,30.2,8,5,3,0,0,1,,,0,0,2.35,1.35,0.4,1.34
899,Huascar Brazobán,,34,NYM,NL,19,0,0,21,4,3,0,1,0,0.75,,,-1,-10,1.29,1.37,0.16,1.34
900,Tyler Ferguson,,30,OAK,AL,48,0,0,51.1,2,0,2,0,0,1,,,1,4,0.35,1.31,0.04,1.29
901,Colin Holderman,,28,PIT,NL,55,0,0,51.1,9,5,4,0,0,1,,,-1,-4,1.58,1.37,0.16,1.34
902,Elvis Peguero,,27,MIL,NL,52,0,0,51.1,7,1,5,1,1,0.857,,,-1,-4,1.05,1.37,0.12,1.34
903,Brennan Bernardino,,32,BOS,AL,57,3,0,51,13,5,6,2,0,0.846,,,2,8,1.94,1.31,0.19,1.29
904,Michael Grove,,27,LAD,NL,39,2,0,51,7,3,4,0,0,1,,,1,4,1.24,1.36,0.18,1.34
905,Tanner Rainey,,31,WSN,NL,50,0,0,51,6,4,2,0,0,1,,,-1,-4,1.06,1.36,0.12,1.34
906,José Ruiz,,29,PHI,NL,52,0,0,51,3,1,2,0,0,1,,,-1,-4,0.53,1.36,0.06,1.34
907,Carmen Mlodzinski,,25,PIT,NL,40,4,0,50.2,9,8,1,0,0,1,,,-1,-4,1.6,1.37,0.23,1.34
908,Hunter Harvey,,29,2TM,2LG,49,0,0,50.2,7,6,1,0,0,1,,,-4,-16,1.24,1.35,0.14,1.33
908,Hunter Harvey,,29,WSN,NL,43,0,0,45,6,5,1,0,0,1,,,-3,-13,1.2,1.36,0.14,1.34
908,Hunter Harvey,,29,KCR,AL,6,0,0,5.2,1,1,0,0,0,1,,,-1,-35,1.59,1.27,0.17,1.28
909,Landen Roupp,,25,SFG,NL,23,4,0,50.1,11,3,8,0,0,1,,,2,8,1.97,1.36,0.48,1.34
910,Davis Martin,,27,CHW,AL,11,10,0,50,13,4,8,1,0,0.923,,,2,8,2.16,1.31,1.09,1.29
911,Rafael Ortega,,33,CHW,AL,12,4,4,50,18,18,0,0,0,1,2,55,-1,-24,3.24,2.27,1.5,2.24
912,Jace Peterson,,34,ARI,NL,10,5,3,50,20,7,13,0,3,1,-3,-82,-3,-72,3.6,3.71,2,3.78
913,Eduardo Rodríguez,,31,ARI,NL,10,10,0,50,5,0,4,1,0,0.8,,,-1,-4,0.72,1.37,0.4,1.34
914,Anthony Banda,,30,LAD,NL,48,2,0,49.2,8,1,7,0,0,1,,,0,0,1.45,1.36,0.17,1.34
915,Bryce Elder,,25,ATL,NL,10,10,0,49.2,9,6,3,0,2,1,,,-2,-8,1.63,1.36,0.9,1.34
916,Andrew Nardi,,25,MIA,NL,59,0,0,49.2,4,0,4,0,0,1,,,0,0,0.72,1.36,0.07,1.34
917,Louis Varland,,26,MIN,AL,16,7,0,49.2,7,2,4,1,0,0.857,,,2,8,1.09,1.3,0.38,1.29
918,Quinn Priester,,23,2TM,2LG,11,7,0,49.2,13,7,4,2,0,0.846,,,-1,-4,1.99,1.36,1,1.34
918,Quinn Priester,,23,PIT,NL,10,6,0,44.2,10,4,4,2,0,0.8,,,-1,-4,1.61,1.37,0.8,1.34
918,Quinn Priester,,23,BOS,AL,1,1,0,5,3,3,0,0,0,1,,,0,0,5.4,1.26,3,1.3
919,Kyle Muller,,26,OAK,AL,21,0,0,49.1,10,5,4,1,0,0.9,,,0,0,1.64,1.31,0.43,1.29
920,Lucas Sims,,30,2TM,2LG,58,0,0,49.1,9,4,5,0,1,1,,,0,0,1.64,1.33,0.16,1.33
920,Lucas Sims,,30,CIN,NL,43,0,0,35.1,6,3,3,0,1,1,,,0,0,1.53,1.35,0.14,1.34
920,Lucas Sims,,30,BOS,AL,15,0,0,14,3,1,2,0,0,1,,,0,0,1.93,1.29,0.2,1.29
921,Austin Wynns,,33,CIN,NL,6,6,4,49,50,44,6,0,0,1,1,24,2,49,9.18,9.06,8.33,8.93
922,Buddy Kennedy,,25,2TM,2LG,10,4,4,49,24,9,15,0,3,1,0,7,1,24,4.41,3.54,2.4,3.37
922,Buddy Kennedy,,25,DET,AL,5,2,2,24,14,5,9,0,2,1,0,10,1,50,5.25,3.83,2.8,3.6
922,Buddy Kennedy,,25,PHI,NL,5,2,2,25,10,4,6,0,1,1,0,5,0,0,3.6,3.28,2,3.14
923,Spencer Bivens,,30,SFG,NL,27,2,0,48.2,13,6,7,0,1,1,,,1,4,2.4,1.37,0.48,1.34
924,Kyle Leahy,,27,STL,NL,33,0,0,48.2,5,1,3,1,1,0.8,,,0,0,0.74,1.37,0.12,1.34
925,Matt Moore,,35,LAA,AL,51,0,0,48.1,7,1,6,0,0,1,,,0,0,1.3,1.3,0.14,1.29
926,Zach Pop,,27,TOR,AL,58,0,0,48.1,9,3,5,1,0,0.889,,,-2,-8,1.49,1.3,0.14,1.29
927,Sam Haggerty,,30,SEA,AL,7,5,3,48,8,6,1,1,0,0.875,2,38,0,0,1.31,2.27,1,2.24
928,Joe Boyle,,24,OAK,AL,13,10,0,47.2,4,1,2,1,0,0.75,,,-2,-8,0.57,1.3,0.23,1.29
929,Christian Scott,,25,NYM,NL,9,9,0,47.1,5,3,2,0,0,1,,,1,4,0.95,1.35,0.56,1.34
930,Caleb Thielbar,,37,MIN,AL,59,0,0,47.1,7,1,5,1,0,0.857,,,-1,-4,1.14,1.31,0.1,1.29
931,Stephen Kolek,,27,SDP,NL,42,0,0,46.2,9,1,8,0,0,1,,,0,0,1.74,1.37,0.21,1.34
932,Blake Treinen,,36,LAD,NL,50,0,0,46.2,6,2,3,1,0,0.833,,,-2,-9,0.96,1.37,0.1,1.34
933,Justin Wilson,,36,CIN,NL,60,0,0,46.2,8,2,4,2,0,0.75,,,0,0,1.16,1.37,0.1,1.34
934,Trevor Megill,,30,MIL,NL,48,0,0,46.1,5,2,3,0,1,1,,,-1,-4,0.97,1.36,0.1,1.34
935,Jason Delay,,29,PIT,NL,6,5,4,46,44,42,2,0,0,1,1,26,0,0,8.61,9.06,7.33,8.93
936,Jordan Wicks,,24,CHC,NL,11,10,0,46,4,0,4,0,1,1,,,-1,-4,0.78,1.37,0.36,1.34
937,Brendon Little,,27,TOR,AL,49,0,0,45.2,15,6,9,0,2,1,,,0,0,2.96,1.32,0.31,1.29
938,Shawn Dubin,,28,HOU,AL,31,2,0,45.1,6,5,1,0,0,1,,,0,0,1.19,1.31,0.19,1.29
939,Pete Fairbanks,,30,TBR,AL,46,0,0,45.1,7,2,5,0,0,1,,,0,0,1.39,1.31,0.15,1.29
940,Brant Hurter,,25,DET,AL,10,1,0,45.1,4,3,1,0,0,1,,,-1,-4,0.79,1.31,0.4,1.29
941,Drew Waters,,25,KCR,AL,6,5,3,45,11,9,1,1,0,0.909,0,5,0,0,2,2.28,1.67,2.23
942,Yohan Ramírez,,29,4TM,2LG,38,0,0,45,9,3,4,2,0,0.778,,,1,4,1.4,1.36,0.18,1.33
942,Yohan Ramírez,,29,2TM,NL,32,0,0,37.2,7,2,3,2,0,0.714,,,0,0,1.19,1.36,0.16,1.34
942,Yohan Ramírez,,29,2TM,AL,6,0,0,7.1,2,1,1,0,0,1,,,1,27,2.45,1.35,0.33,1.3
942,Yohan Ramírez,,29,NYM,NL,5,0,0,8.1,0,0,0,0,0,,,,0,0,0,1.4,0,1.34
942,Yohan Ramírez,,29,BAL,AL,5,0,0,6,2,1,1,0,0,1,,,1,33,3,1.35,0.4,1.3
942,Yohan Ramírez,,29,LAD,NL,27,0,0,29.1,7,2,3,2,0,0.714,,,0,0,1.53,1.35,0.19,1.34
942,Yohan Ramírez,,29,BOS,AL,1,0,0,1.1,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
943,Chris Martin,,38,BOS,AL,45,0,0,44.1,16,8,7,1,0,0.938,,,0,0,3.05,1.3,0.33,1.29
944,Steven Matz,,33,STL,NL,12,7,0,44.1,10,2,7,1,2,0.9,,,1,5,1.83,1.36,0.75,1.34
945,Drew Thorpe,,23,CHW,AL,9,9,0,44.1,14,10,3,1,0,0.929,,,-1,-5,2.64,1.3,1.44,1.29
946,Jhony Brito,,26,SDP,NL,26,0,0,43.2,8,2,5,1,0,0.875,,,-1,-5,1.44,1.36,0.27,1.34
947,Jacob Latz,,28,TEX,AL,46,0,0,43.2,5,2,3,0,0,1,,,-1,-5,1.03,1.32,0.11,1.29
948,Daniel Lynch IV,,27,KCR,AL,16,3,0,43.1,10,3,6,1,1,0.9,,,0,0,1.87,1.31,0.56,1.29
949,Max Scherzer,,39,TEX,AL,9,9,0,43.1,10,4,5,1,0,0.9,,,0,0,1.87,1.31,1,1.29
950,Jonathan Hernández,,27,2TM,AL,29,1,0,43.1,9,7,2,0,0,1,,,0,0,1.87,1.31,0.31,1.29
950,Jonathan Hernández,,27,TEX,AL,26,1,0,41,8,7,1,0,0,1,,,0,0,1.76,1.32,0.31,1.29
950,Jonathan Hernández,,27,SEA,AL,3,0,0,2.1,1,0,1,0,0,1,,,0,0,3.86,1.16,0.33,1.3
951,DL Hall,,25,MIL,NL,13,7,0,43,3,0,3,0,0,1,,,0,0,0.63,1.36,0.23,1.34
952,Porter Hodge,,23,CHC,NL,39,0,0,43,8,5,3,0,0,1,,,1,5,1.67,1.36,0.21,1.34
953,Niko Kavadas,,25,LAA,AL,5,5,5,43,48,47,1,0,2,1,1,22,0,0,10.05,8.04,9.6,7.92
954,Harold Ramírez,,29,TBR,AL,7,5,0,43,16,16,0,0,0,1,2,42,3,84,3.35,2.26,2.29,2.24
955,Cam Booser,,32,BOS,AL,43,0,0,42.2,7,3,3,1,0,0.857,,,1,5,1.27,1.31,0.14,1.29
956,Tommy Kahnle,,34,NYY,AL,50,0,0,42.2,6,4,2,0,0,1,,,-2,-9,1.27,1.31,0.12,1.29
957,Sam Long,,28,KCR,AL,43,0,0,42.2,7,1,6,0,1,1,,,0,0,1.48,1.31,0.16,1.29
958,Tim Mayza,,32,2TM,AL,50,0,0,42.2,10,4,6,0,1,1,,,-2,-9,2.11,1.31,0.2,1.29
958,Tim Mayza,,32,TOR,AL,35,0,0,24.2,2,1,1,0,0,1,,,-2,-16,0.73,1.31,0.06,1.29
958,Tim Mayza,,32,NYY,AL,15,0,0,18,8,3,5,0,1,1,,,0,0,4,1.3,0.53,1.29
959,Xzavion Curry,,25,2TM,2LG,16,5,0,42.2,2,2,0,0,0,1,,,0,0,0.42,1.33,0.13,1.32
959,Xzavion Curry,,25,CLE,AL,7,4,0,24.2,0,0,0,0,0,,,,0,0,0,1.31,0,1.29
959,Xzavion Curry,,25,MIA,NL,9,1,0,18,2,2,0,0,0,1,,,0,0,1,1.35,0.22,1.34
960,Adam Oller,,29,MIA,NL,8,8,0,42.1,3,1,2,0,0,1,,,0,0,0.64,1.36,0.38,1.34
961,Tyler Black,,23,MIL,NL,6,6,2,42,44,42,2,0,5,1,0,6,1,29,9.43,8.29,7.33,8.18
962,Eli Morgan,,28,CLE,AL,32,0,0,42,13,4,9,0,0,1,,,0,0,2.79,1.31,0.41,1.29
963,Darren McCaughan,,28,2TM,2LG,12,5,0,42,5,0,4,1,0,0.8,,,0,0,0.86,1.35,0.33,1.33
963,Darren McCaughan,,28,MIA,NL,10,5,0,36,4,0,3,1,0,0.75,,,0,0,0.75,1.35,0.3,1.34
963,Darren McCaughan,,28,CLE,AL,2,0,0,6,1,0,1,0,0,1,,,0,0,1.5,1.35,0.5,1.3
964,Ryan McKenna,,27,2TM,2LG,12,5,1,42,14,14,0,0,0,1,-2,-51,0,0,3,2.25,1.17,2.22
964,Ryan McKenna,,27,BAL,AL,8,3,1,30,11,11,0,0,0,1,-1,-48,-1,-40,3.3,2.28,1.38,2.24
964,Ryan McKenna,,27,SFG,NL,4,2,0,12,3,3,0,0,0,1,-1,-60,1,100,2.25,2.18,0.75,2.18
965,Collin Snider,,28,SEA,AL,42,0,0,41.2,9,5,3,1,0,0.889,,,0,0,1.73,1.32,0.19,1.29
966,Edwin Uceta,,26,TBR,AL,30,0,0,41.2,3,2,1,0,0,1,,,-1,-5,0.65,1.32,0.1,1.29
967,Jordan Weems,,31,WSN,NL,41,0,0,41.2,10,1,8,1,1,0.9,,,1,5,1.94,1.36,0.22,1.34
968,Austin Adams,,33,OAK,AL,56,0,0,41.1,4,2,2,0,1,1,,,-1,-5,0.87,1.31,0.07,1.29
969,Will Smith,,34,KCR,AL,45,0,0,41.1,10,0,7,3,0,0.7,,,1,5,1.52,1.31,0.16,1.29
970,Brad Keller,,28,2TM,AL,16,2,0,41.1,8,5,3,0,0,1,,,0,0,1.74,1.31,0.5,1.29
970,Brad Keller,,28,CHW,AL,5,2,0,16.2,4,3,1,0,0,1,,,0,0,2.16,1.3,0.8,1.3
970,Brad Keller,,28,BOS,AL,11,0,0,24.2,4,2,2,0,0,1,,,0,0,1.46,1.31,0.36,1.29
971,Kyle Schwarber,,31,PHI,NL,5,5,3,41,10,10,0,0,0,1,0,0,0,0,2.2,2.22,2,2.18
972,Jesús Tinoco,,29,3TM,2LG,32,0,0,40.2,6,3,3,0,0,1,,,-1,-5,1.33,1.35,0.19,1.33
972,Jesús Tinoco,,29,2TM,NL,23,0,0,30.2,6,3,3,0,0,1,,,0,0,1.76,1.35,0.26,1.34
972,Jesús Tinoco,,29,TEX,AL,9,0,0,10,0,0,0,0,0,,,,-1,-20,0,1.35,0,1.29
972,Jesús Tinoco,,29,CHC,NL,2,0,0,4,2,0,2,0,0,1,,,0,0,4.5,1.35,1,1.35
972,Jesús Tinoco,,29,MIA,NL,21,0,0,26.2,4,3,1,0,0,1,,,0,0,1.35,1.35,0.19,1.34
973,Jake Bird,,28,COL,NL,35,0,0,40,5,0,5,0,0,1,,,0,0,1.13,1.35,0.14,1.34
974,Luis Medina,,25,OAK,AL,8,8,0,40,8,4,3,1,1,0.875,,,1,5,1.58,1.31,0.88,1.29
975,Matthew Boyd,,33,CLE,AL,8,8,0,39.2,5,1,3,1,0,0.8,,,0,0,0.91,1.32,0.5,1.29
976,Paul Sewald,,34,ARI,NL,42,0,0,39.2,6,3,3,0,0,1,,,0,0,1.36,1.36,0.14,1.34
977,Kyle Bradish,,27,BAL,AL,8,8,0,39.1,11,4,7,0,0,1,,,2,10,2.52,1.3,1.38,1.29
978,Erik Swanson,,30,TOR,AL,45,0,0,39.1,5,2,2,1,0,0.8,,,0,0,0.92,1.3,0.09,1.29
979,Alex Wood,,33,OAK,AL,9,9,0,39.1,9,2,7,0,1,1,,,2,10,2.06,1.3,1,1.29
980,Liván Soto,,24,BAL,AL,11,4,1,39,17,6,11,0,5,1,0,-9,0,0,3.92,3.76,1.42,3.38
981,Brett Sullivan,,30,SDP,NL,7,4,4,39,47,45,1,1,0,0.979,0,0,-1,-31,10.62,9,6.57,8.73
982,Tyler Heineman,,33,2TM,AL,7,4,4,39,42,39,3,0,1,1,2,62,2,62,9.69,8.93,6,7.93
982,Tyler Heineman,,33,BOS,AL,1,0,0,2,3,2,1,0,0,1,1,600,1,600,13.5,9,3,9
982,Tyler Heineman,,33,TOR,AL,6,4,4,37,39,37,2,0,1,1,1,32,1,32,9.49,8.93,6.5,7.75
983,Yimi García,,33,2TM,AL,39,0,0,39,3,1,2,0,0,1,,,0,0,0.69,1.32,0.08,1.29
